FECHA_ADMINISTRACION,GRUPO_ETARIO,GENERO,VACUNA,TIPO_EFECTOR,DOSIS_1,DOSIS_2,ID_CARGA,DOSIS_3
17JAN2021:00:00:00,41 a 50,M,Sputnik,Público,41,0,,0
17JAN2021:00:00:00,41 a 50,M,Sputnik,Público nacional,11,0,,0
17JAN2021:00:00:00,51 a 60,F,Sputnik,Privado,16,0,,0
17JAN2021:00:00:00,51 a 60,F,Sputnik,Público,59,0,,0
17JAN2021:00:00:00,51 a 60,F,Sputnik,Público nacional,9,0,,0
17JAN2021:00:00:00,51 a 60,M,Sputnik,Privado,10,0,,0
17JAN2021:00:00:00,51 a 60,M,Sputnik,Público,23,0,,0
17JAN2021:00:00:00,51 a 60,M,Sputnik,Público nacional,1,0,,0
18JAN2021:00:00:00,30 o menos,F,Sputnik,Privado,6,0,,0
18JAN2021:00:00:00,30 o menos,F,Sputnik,Público,31,0,,0
18JAN2021:00:00:00,30 o menos,F,Sputnik,Público nacional,17,0,,0
18JAN2021:00:00:00,30 o menos,M,Sputnik,Privado,4,0,,0
18JAN2021:00:00:00,30 o menos,M,Sputnik,Público,16,0,,0
18JAN2021:00:00:00,30 o menos,M,Sputnik,Público nacional,9,0,,0
18JAN2021:00:00:00,31 a 40,F,Sputnik,Privado,25,0,,0
18JAN2021:00:00:00,31 a 40,F,Sputnik,Público,51,0,,0
18JAN2021:00:00:00,31 a 40,F,Sputnik,Público nacional,28,0,,0
18JAN2021:00:00:00,31 a 40,M,Sputnik,Privado,10,0,,0
18JAN2021:00:00:00,31 a 40,M,Sputnik,Público,36,0,,0
18JAN2021:00:00:00,31 a 40,M,Sputnik,Público nacional,15,0,,0
18JAN2021:00:00:00,41 a 50,F,Sputnik,Privado,17,0,,0
18JAN2021:00:00:00,41 a 50,F,Sputnik,Público,60,0,,0
18JAN2021:00:00:00,41 a 50,F,Sputnik,Público nacional,26,0,,0
18JAN2021:00:00:00,41 a 50,M,Sputnik,Privado,17,0,,0
18JAN2021:00:00:00,41 a 50,M,Sputnik,Público,28,0,,0
18JAN2021:00:00:00,41 a 50,M,Sputnik,Público nacional,11,0,,0
18JAN2021:00:00:00,51 a 60,F,Sputnik,Privado,12,0,,0
18JAN2021:00:00:00,51 a 60,F,Sputnik,Público,32,0,,0
18JAN2021:00:00:00,51 a 60,F,Sputnik,Público nacional,11,0,,0
18JAN2021:00:00:00,51 a 60,M,Sputnik,Privado,10,0,,0
18JAN2021:00:00:00,51 a 60,M,Sputnik,Público,24,0,,0
18JAN2021:00:00:00,51 a 60,M,Sputnik,Público nacional,9,0,,0
19JAN2021:00:00:00,30 o menos,F,Sputnik,Privado,13,0,,0
19JAN2021:00:00:00,30 o menos,F,Sputnik,Público,29,24,,0
19JAN2021:00:00:00,30 o menos,F,Sputnik,Público nacional,1,0,,0
19JAN2021:00:00:00,30 o menos,M,Sputnik,Privado,5,0,,0
19JAN2021:00:00:00,30 o menos,M,Sputnik,Público,14,15,,0
19JAN2021:00:00:00,30 o menos,M,Sputnik,Público nacional,2,0,,0
19JAN2021:00:00:00,31 a 40,F,Sputnik,Privado,37,0,,0
19JAN2021:00:00:00,31 a 40,F,Sputnik,Público,62,69,,0
19JAN2021:00:00:00,31 a 40,M,Sputnik,Privado,13,0,,0
19JAN2021:00:00:00,31 a 40,M,Sputnik,Público,26,40,,0
19JAN2021:00:00:00,31 a 40,M,Sputnik,Público nacional,2,0,,0
19JAN2021:00:00:00,41 a 50,F,Sputnik,Privado,20,0,,0
19JAN2021:00:00:00,41 a 50,F,Sputnik,Público,47,75,,0
19JAN2021:00:00:00,41 a 50,F,Sputnik,Público nacional,3,0,,0
19JAN2021:00:00:00,41 a 50,M,Sputnik,Privado,9,0,,0
19JAN2021:00:00:00,41 a 50,M,Sputnik,Público,33,50,,0
19JAN2021:00:00:00,41 a 50,M,Sputnik,Público nacional,2,0,,0
19JAN2021:00:00:00,51 a 60,F,Sputnik,Privado,8,0,,0
19JAN2021:00:00:00,51 a 60,F,Sputnik,Público,34,44,,0
19JAN2021:00:00:00,51 a 60,F,Sputnik,Público nacional,1,0,,0
19JAN2021:00:00:00,51 a 60,M,Sputnik,Privado,9,0,,0
19JAN2021:00:00:00,51 a 60,M,Sputnik,Público,30,31,,0
19JAN2021:00:00:00,51 a 60,M,Sputnik,Público nacional,1,0,,0
19JAN2021:00:00:00,61 a 70,F,Sputnik,Público,0,1,,0
19JAN2021:00:00:00,61 a 70,M,Sputnik,Público,2,2,,0
20JAN2021:00:00:00,30 o menos,F,Sputnik,Privado,13,0,,0
20JAN2021:00:00:00,30 o menos,F,Sputnik,Público,12,58,,0
20JAN2021:00:00:00,30 o menos,F,Sputnik,Público nacional,8,0,,0
20JAN2021:00:00:00,30 o menos,M,Sputnik,Privado,3,0,,0
20JAN2021:00:00:00,30 o menos,M,Sputnik,Público,2,24,,0
20JAN2021:00:00:00,30 o menos,M,Sputnik,Público nacional,2,0,,0
20JAN2021:00:00:00,31 a 40,F,Sputnik,Privado,17,0,,0
20JAN2021:00:00:00,31 a 40,F,Sputnik,Público,23,102,,0
20JAN2021:00:00:00,31 a 40,F,Sputnik,Público nacional,6,0,,0
20JAN2021:00:00:00,31 a 40,M,Sputnik,Privado,8,0,,0
20JAN2021:00:00:00,31 a 40,M,Sputnik,Público,13,81,,0
20JAN2021:00:00:00,31 a 40,M,Sputnik,Público nacional,6,0,,0
20JAN2021:00:00:00,41 a 50,F,Sputnik,Privado,19,0,,0
20JAN2021:00:00:00,41 a 50,F,Sputnik,Público,24,104,,0
20JAN2021:00:00:00,41 a 50,F,Sputnik,Público nacional,11,0,,0
20JAN2021:00:00:00,41 a 50,M,Sputnik,Privado,5,0,,0
20JAN2021:00:00:00,41 a 50,M,Sputnik,Público,11,64,,0
20JAN2021:00:00:00,41 a 50,M,Sputnik,Público nacional,8,0,,0
20JAN2021:00:00:00,51 a 60,F,Sputnik,Privado,12,0,,0
20JAN2021:00:00:00,51 a 60,F,Sputnik,Público,6,68,,0
20JAN2021:00:00:00,51 a 60,F,Sputnik,Público nacional,11,0,,0
20JAN2021:00:00:00,51 a 60,M,Sputnik,Privado,5,0,,0
20JAN2021:00:00:00,51 a 60,M,Sputnik,Público,8,46,,0
29DEC2020:00:00:00,30 o menos,F,Sputnik,Público,68,0,,0
29DEC2020:00:00:00,30 o menos,M,Sputnik,Público,38,0,,0
29DEC2020:00:00:00,31 a 40,F,Sputnik,Público,125,0,,0
29DEC2020:00:00:00,31 a 40,M,Sputnik,Público,91,0,,0
29DEC2020:00:00:00,41 a 50,F,Sputnik,Público,132,0,,0
29DEC2020:00:00:00,41 a 50,M,Sputnik,Público,79,0,,0
29DEC2020:00:00:00,51 a 60,F,Sputnik,Público,82,0,,0
29DEC2020:00:00:00,51 a 60,M,Sputnik,Público,49,0,,0
29DEC2020:00:00:00,61 a 70,F,Sputnik,Público,2,0,,0
29DEC2020:00:00:00,61 a 70,M,Sputnik,Público,1,0,,0
30DEC2020:00:00:00,30 o menos,F,Sputnik,Público,94,0,,0
30DEC2020:00:00:00,30 o menos,M,Sputnik,Público,45,0,,0
30DEC2020:00:00:00,31 a 40,F,Sputnik,Público,138,0,,0
30DEC2020:00:00:00,31 a 40,M,Sputnik,Público,105,0,,0
30DEC2020:00:00:00,41 a 50,F,Sputnik,Público,149,0,,0
30DEC2020:00:00:00,41 a 50,M,Sputnik,Público,87,0,,0
30DEC2020:00:00:00,51 a 60,F,Sputnik,Público,91,0,,0
30DEC2020:00:00:00,51 a 60,M,Sputnik,Público,56,0,,0
30DEC2020:00:00:00,61 a 70,F,Sputnik,Público,1,0,,0
30DEC2020:00:00:00,61 a 70,M,Sputnik,Público,2,0,,0
31DEC2020:00:00:00,30 o menos,F,Sputnik,Público,3,0,,0
31DEC2020:00:00:00,30 o menos,M,Sputnik,Público,7,0,,0
31DEC2020:00:00:00,31 a 40,F,Sputnik,Público,15,0,,0
31DEC2020:00:00:00,31 a 40,M,Sputnik,Público,12,0,,0
31DEC2020:00:00:00,41 a 50,F,Sputnik,Público,14,0,,0
31DEC2020:00:00:00,41 a 50,M,Sputnik,Público,12,0,,0
31DEC2020:00:00:00,51 a 60,F,Sputnik,Público,7,0,,0
31DEC2020:00:00:00,51 a 60,M,Sputnik,Público,6,0,,0
31DEC2020:00:00:00,61 a 70,F,Sputnik,Público,1,0,,0
02JAN2021:00:00:00,30 o menos,F,Sputnik,Público,28,0,,0
02JAN2021:00:00:00,30 o menos,M,Sputnik,Público,14,0,,0
02JAN2021:00:00:00,31 a 40,F,Sputnik,Público,94,0,,0
02JAN2021:00:00:00,31 a 40,M,Sputnik,Público,54,0,,0
02JAN2021:00:00:00,41 a 50,F,Sputnik,Público,65,0,,0
02JAN2021:00:00:00,41 a 50,M,Sputnik,Público,47,0,,0
02JAN2021:00:00:00,51 a 60,F,Sputnik,Público,52,0,,0
02JAN2021:00:00:00,51 a 60,M,Sputnik,Público,23,0,,0
02JAN2021:00:00:00,61 a 70,F,Sputnik,Público,1,0,,0
02JAN2021:00:00:00,61 a 70,M,Sputnik,Público,1,0,,0
03JAN2021:00:00:00,30 o menos,F,Sputnik,Público,14,0,,0
03JAN2021:00:00:00,30 o menos,M,Sputnik,Público,8,0,,0
03JAN2021:00:00:00,31 a 40,F,Sputnik,Público,40,0,,0
03JAN2021:00:00:00,31 a 40,M,Sputnik,Público,22,0,,0
03JAN2021:00:00:00,41 a 50,F,Sputnik,Público,28,0,,0
03JAN2021:00:00:00,41 a 50,M,Sputnik,Público,11,0,,0
03JAN2021:00:00:00,51 a 60,F,Sputnik,Público,16,0,,0
03JAN2021:00:00:00,51 a 60,M,Sputnik,Público,8,0,,0
04JAN2021:00:00:00,30 o menos,F,Sputnik,Privado,10,0,,0
04JAN2021:00:00:00,30 o menos,F,Sputnik,Público,77,0,,0
04JAN2021:00:00:00,30 o menos,F,Sputnik,Público nacional,4,0,,0
04JAN2021:00:00:00,30 o menos,M,Sputnik,Privado,6,0,,0
04JAN2021:00:00:00,30 o menos,M,Sputnik,Público,50,0,,0
04JAN2021:00:00:00,30 o menos,M,Sputnik,Público nacional,1,0,,0
04JAN2021:00:00:00,31 a 40,F,Sputnik,Privado,15,0,,0
04JAN2021:00:00:00,31 a 40,F,Sputnik,Público,163,0,,0
04JAN2021:00:00:00,31 a 40,F,Sputnik,Público nacional,9,0,,0
04JAN2021:00:00:00,31 a 40,M,Sputnik,Privado,9,0,,0
04JAN2021:00:00:00,31 a 40,M,Sputnik,Público,87,0,,0
04JAN2021:00:00:00,31 a 40,M,Sputnik,Público nacional,5,0,,0
04JAN2021:00:00:00,41 a 50,F,Sputnik,Privado,10,0,,0
04JAN2021:00:00:00,41 a 50,F,Sputnik,Público,140,0,,0
04JAN2021:00:00:00,41 a 50,F,Sputnik,Público nacional,3,0,,0
04JAN2021:00:00:00,41 a 50,M,Sputnik,Privado,4,0,,0
04JAN2021:00:00:00,41 a 50,M,Sputnik,Público,83,0,,0
04JAN2021:00:00:00,41 a 50,M,Sputnik,Público nacional,5,0,,0
04JAN2021:00:00:00,51 a 60,F,Sputnik,Privado,4,0,,0
04JAN2021:00:00:00,51 a 60,F,Sputnik,Público,85,0,,0
04JAN2021:00:00:00,51 a 60,F,Sputnik,Público nacional,2,0,,0
04JAN2021:00:00:00,51 a 60,M,Sputnik,Privado,2,0,,0
04JAN2021:00:00:00,51 a 60,M,Sputnik,Público,64,0,,0
04JAN2021:00:00:00,51 a 60,M,Sputnik,Público nacional,1,0,,0
04JAN2021:00:00:00,61 a 70,M,Sputnik,Privado,1,0,,0
05JAN2021:00:00:00,30 o menos,F,Sputnik,Privado,29,0,,0
05JAN2021:00:00:00,30 o menos,F,Sputnik,Público,83,0,,0
05JAN2021:00:00:00,30 o menos,F,Sputnik,Público nacional,16,0,,0
05JAN2021:00:00:00,30 o menos,M,Sputnik,Privado,14,0,,0
05JAN2021:00:00:00,30 o menos,M,Sputnik,Público,51,0,,0
05JAN2021:00:00:00,30 o menos,M,Sputnik,Público nacional,4,0,,0
05JAN2021:00:00:00,31 a 40,F,Sputnik,Privado,56,0,,0
05JAN2021:00:00:00,31 a 40,F,Sputnik,Público,157,0,,0
05JAN2021:00:00:00,31 a 40,F,Sputnik,Público nacional,28,0,,0
05JAN2021:00:00:00,31 a 40,M,Sputnik,Privado,44,0,,0
05JAN2021:00:00:00,31 a 40,M,Sputnik,Público,141,0,,0
05JAN2021:00:00:00,31 a 40,M,Sputnik,Público nacional,10,0,,0
05JAN2021:00:00:00,41 a 50,F,Sputnik,Privado,28,0,,0
05JAN2021:00:00:00,41 a 50,F,Sputnik,Público,163,0,,0
05JAN2021:00:00:00,41 a 50,F,Sputnik,Público nacional,26,0,,0
05JAN2021:00:00:00,41 a 50,M,Sputnik,Privado,14,0,,0
05JAN2021:00:00:00,41 a 50,M,Sputnik,Público,94,0,,0
05JAN2021:00:00:00,41 a 50,M,Sputnik,Público nacional,11,0,,0
05JAN2021:00:00:00,51 a 60,F,Sputnik,Privado,9,0,,0
05JAN2021:00:00:00,51 a 60,F,Sputnik,Público,114,0,,0
05JAN2021:00:00:00,51 a 60,F,Sputnik,Público nacional,15,0,,0
05JAN2021:00:00:00,51 a 60,M,Sputnik,Privado,5,0,,0
05JAN2021:00:00:00,51 a 60,M,Sputnik,Público,71,0,,0
05JAN2021:00:00:00,51 a 60,M,Sputnik,Público nacional,9,0,,0
05JAN2021:00:00:00,61 a 70,F,Sputnik,Privado,1,0,,0
05JAN2021:00:00:00,61 a 70,F,Sputnik,Público,2,0,,0
05JAN2021:00:00:00,61 a 70,M,Sputnik,Público,1,0,,0
05JAN2021:00:00:00,71 a 80,F,Sputnik,Privado,1,0,,0
06JAN2021:00:00:00,30 o menos,F,Sputnik,Privado,23,0,,0
06JAN2021:00:00:00,30 o menos,F,Sputnik,Público,113,0,,0
06JAN2021:00:00:00,30 o menos,F,Sputnik,Público nacional,8,0,,0
06JAN2021:00:00:00,30 o menos,M,Sputnik,Privado,12,0,,0
06JAN2021:00:00:00,30 o menos,M,Sputnik,Público,69,0,,0
06JAN2021:00:00:00,30 o menos,M,Sputnik,Público nacional,9,0,,0
06JAN2021:00:00:00,31 a 40,F,Sputnik,Privado,42,0,,0
06JAN2021:00:00:00,31 a 40,F,Sputnik,Público,176,0,,0
06JAN2021:00:00:00,31 a 40,F,Sputnik,Público nacional,15,0,,0
06JAN2021:00:00:00,31 a 40,M,Sputnik,Privado,44,0,,0
06JAN2021:00:00:00,31 a 40,M,Sputnik,Público,135,0,,0
06JAN2021:00:00:00,31 a 40,M,Sputnik,Público nacional,17,0,,0
06JAN2021:00:00:00,41 a 50,F,Sputnik,Privado,28,0,,0
06JAN2021:00:00:00,41 a 50,F,Sputnik,Público,187,0,,0
06JAN2021:00:00:00,41 a 50,F,Sputnik,Público nacional,7,0,,0
06JAN2021:00:00:00,41 a 50,M,Sputnik,Privado,27,0,,0
06JAN2021:00:00:00,41 a 50,M,Sputnik,Público,106,0,,0
06JAN2021:00:00:00,41 a 50,M,Sputnik,Público nacional,8,0,,0
06JAN2021:00:00:00,51 a 60,F,Sputnik,Privado,5,0,,0
06JAN2021:00:00:00,51 a 60,F,Sputnik,Público,156,0,,0
06JAN2021:00:00:00,51 a 60,F,Sputnik,Público nacional,5,0,,0
06JAN2021:00:00:00,51 a 60,M,Sputnik,Privado,8,0,,0
06JAN2021:00:00:00,51 a 60,M,Sputnik,Público,73,0,,0
06JAN2021:00:00:00,51 a 60,M,Sputnik,Público nacional,5,0,,0
06JAN2021:00:00:00,61 a 70,F,Sputnik,Público,1,0,,0
06JAN2021:00:00:00,61 a 70,M,Sputnik,Público,1,0,,0
07JAN2021:00:00:00,30 o menos,F,Sputnik,Privado,7,0,,0
07JAN2021:00:00:00,30 o menos,F,Sputnik,Público,143,0,,0
07JAN2021:00:00:00,30 o menos,F,Sputnik,Público nacional,6,0,,0
07JAN2021:00:00:00,30 o menos,M,Sputnik,Privado,8,0,,0
07JAN2021:00:00:00,30 o menos,M,Sputnik,Público,77,0,,0
07JAN2021:00:00:00,31 a 40,F,Sputnik,Privado,18,0,,0
07JAN2021:00:00:00,31 a 40,F,Sputnik,Público,283,0,,0
07JAN2021:00:00:00,31 a 40,F,Sputnik,Público nacional,5,0,,0
07JAN2021:00:00:00,31 a 40,M,Sputnik,Privado,24,0,,0
07JAN2021:00:00:00,31 a 40,M,Sputnik,Público,148,0,,0
07JAN2021:00:00:00,31 a 40,M,Sputnik,Público nacional,8,0,,0
07JAN2021:00:00:00,41 a 50,F,Sputnik,Privado,20,0,,0
07JAN2021:00:00:00,41 a 50,F,Sputnik,Público,235,0,,0
07JAN2021:00:00:00,41 a 50,F,Sputnik,Público nacional,4,0,,0
07JAN2021:00:00:00,41 a 50,M,Sputnik,Privado,10,0,,0
07JAN2021:00:00:00,41 a 50,M,Sputnik,Público,134,0,,0
07JAN2021:00:00:00,41 a 50,M,Sputnik,Público nacional,5,0,,0
07JAN2021:00:00:00,51 a 60,F,Sputnik,Privado,8,0,,0
07JAN2021:00:00:00,51 a 60,F,Sputnik,Público,155,0,,0
07JAN2021:00:00:00,51 a 60,F,Sputnik,Público nacional,3,0,,0
07JAN2021:00:00:00,51 a 60,M,Sputnik,Privado,2,0,,0
07JAN2021:00:00:00,51 a 60,M,Sputnik,Público,104,0,,0
07JAN2021:00:00:00,51 a 60,M,Sputnik,Público nacional,5,0,,0
08JAN2021:00:00:00,30 o menos,F,Sputnik,Privado,17,0,,0
08JAN2021:00:00:00,30 o menos,F,Sputnik,Público,189,0,,0
08JAN2021:00:00:00,30 o menos,F,Sputnik,Público nacional,24,0,,0
08JAN2021:00:00:00,30 o menos,M,Sputnik,Privado,9,0,,0
08JAN2021:00:00:00,30 o menos,M,Sputnik,Público,104,0,,0
29JAN2021:00:00:00,30 o menos,F,Sputnik,Público,3,142,,0
29JAN2021:00:00:00,30 o menos,F,Sputnik,Público nacional,0,11,,0
29JAN2021:00:00:00,30 o menos,M,Sputnik,Privado,0,22,,0
29JAN2021:00:00:00,30 o menos,M,Sputnik,Público,1,75,,0
29JAN2021:00:00:00,30 o menos,M,Sputnik,Público nacional,0,5,,0
29JAN2021:00:00:00,31 a 40,F,Sputnik,Privado,3,40,,0
29JAN2021:00:00:00,31 a 40,F,Sputnik,Público,10,302,,0
29JAN2021:00:00:00,31 a 40,F,Sputnik,Público nacional,0,20,,0
29JAN2021:00:00:00,31 a 40,M,Sputnik,Privado,3,49,,0
29JAN2021:00:00:00,31 a 40,M,Sputnik,Público,4,168,,0
29JAN2021:00:00:00,31 a 40,M,Sputnik,Público nacional,0,17,,0
29JAN2021:00:00:00,41 a 50,F,Sputnik,Privado,0,32,,0
29JAN2021:00:00:00,41 a 50,F,Sputnik,Público,15,251,,0
29JAN2021:00:00:00,41 a 50,F,Sputnik,Público nacional,0,9,,0
12FEB2021:00:00:00,31 a 40,M,Sputnik,Privado,69,23,,0
12FEB2021:00:00:00,31 a 40,M,Sputnik,Público,36,29,,0
12FEB2021:00:00:00,31 a 40,M,Sputnik,Público nacional,5,8,,0
12FEB2021:00:00:00,41 a 50,F,Sputnik,Privado,85,36,,0
12FEB2021:00:00:00,41 a 50,F,Sputnik,Público,67,65,,0
12FEB2021:00:00:00,41 a 50,F,Sputnik,Público nacional,2,24,,0
12FEB2021:00:00:00,41 a 50,M,Sputnik,Privado,34,19,,0
12FEB2021:00:00:00,41 a 50,M,Sputnik,Público,32,23,,0
12FEB2021:00:00:00,41 a 50,M,Sputnik,Público nacional,3,7,,0
12FEB2021:00:00:00,51 a 60,F,Sputnik,Privado,33,17,,0
12FEB2021:00:00:00,51 a 60,F,Sputnik,Público,50,28,,0
12FEB2021:00:00:00,51 a 60,F,Sputnik,Público nacional,4,8,,0
12FEB2021:00:00:00,51 a 60,M,Sputnik,Privado,35,12,,0
12FEB2021:00:00:00,51 a 60,M,Sputnik,Público,20,19,,0
12FEB2021:00:00:00,51 a 60,M,Sputnik,Público nacional,2,4,,0
12FEB2021:00:00:00,61 a 70,F,Sputnik,Privado,22,1,,0
12FEB2021:00:00:00,61 a 70,F,Sputnik,Público,16,0,,0
12FEB2021:00:00:00,61 a 70,F,Sputnik,Público nacional,2,0,,0
12FEB2021:00:00:00,61 a 70,M,Sputnik,Privado,27,0,,0
12FEB2021:00:00:00,61 a 70,M,Sputnik,Público,20,1,,0
12FEB2021:00:00:00,61 a 70,M,Sputnik,Público nacional,1,0,,0
12FEB2021:00:00:00,71 a 80,F,Sputnik,Privado,3,0,,0
12FEB2021:00:00:00,71 a 80,F,Sputnik,Público,5,0,,0
12FEB2021:00:00:00,71 a 80,M,Sputnik,Privado,8,0,,0
12FEB2021:00:00:00,71 a 80,M,Sputnik,Público,5,0,,0
12FEB2021:00:00:00,81 a 90,M,Sputnik,Privado,3,0,,0
13FEB2021:00:00:00,30 o menos,F,Sputnik,Público,2,6,,0
13FEB2021:00:00:00,31 a 40,F,Sputnik,Privado,2,0,,0
13FEB2021:00:00:00,31 a 40,F,Sputnik,Público,3,12,,0
13FEB2021:00:00:00,31 a 40,M,Sputnik,Privado,1,0,,0
13FEB2021:00:00:00,31 a 40,M,Sputnik,Público,3,7,,0
13FEB2021:00:00:00,41 a 50,F,Sputnik,Privado,1,0,,0
13FEB2021:00:00:00,41 a 50,F,Sputnik,Público,4,4,,0
13FEB2021:00:00:00,41 a 50,M,Sputnik,Público,3,3,,0
13FEB2021:00:00:00,51 a 60,F,Sputnik,Público,3,6,,0
13FEB2021:00:00:00,51 a 60,M,Sputnik,Privado,1,0,,0
13FEB2021:00:00:00,51 a 60,M,Sputnik,Público,3,4,,0
14FEB2021:00:00:00,30 o menos,F,Sputnik,Privado,0,7,,0
14FEB2021:00:00:00,30 o menos,M,Sputnik,Privado,0,2,,0
14FEB2021:00:00:00,31 a 40,F,Sputnik,Privado,0,6,,0
14FEB2021:00:00:00,31 a 40,F,Sputnik,Público,0,2,,0
14FEB2021:00:00:00,31 a 40,M,Sputnik,Privado,0,1,,0
22FEB2021:00:00:00,30 o menos,F,Sputnik,Privado,98,5,,0
22FEB2021:00:00:00,30 o menos,F,Sputnik,Público,293,9,,0
22FEB2021:00:00:00,30 o menos,F,Sputnik,Público nacional,33,4,,0
22FEB2021:00:00:00,30 o menos,M,AstraZeneca,Público,3,0,,0
22FEB2021:00:00:00,30 o menos,M,Sputnik,Privado,63,4,,0
22FEB2021:00:00:00,30 o menos,M,Sputnik,Público,108,3,,0
22FEB2021:00:00:00,30 o menos,M,Sputnik,Público nacional,13,1,,0
22FEB2021:00:00:00,31 a 40,F,AstraZeneca,Público,6,0,,0
22FEB2021:00:00:00,31 a 40,F,Sputnik,Privado,205,11,,0
22FEB2021:00:00:00,31 a 40,F,Sputnik,Público,569,15,,0
22FEB2021:00:00:00,31 a 40,F,Sputnik,Público nacional,56,3,,0
22FEB2021:00:00:00,31 a 40,M,AstraZeneca,Público,3,0,,0
22FEB2021:00:00:00,31 a 40,M,Sputnik,Privado,105,9,,0
22FEB2021:00:00:00,31 a 40,M,Sputnik,Público,207,12,,0
22FEB2021:00:00:00,31 a 40,M,Sputnik,Público nacional,17,1,,0
22FEB2021:00:00:00,41 a 50,F,AstraZeneca,Público,4,0,,0
22FEB2021:00:00:00,41 a 50,F,Sputnik,Privado,160,6,,0
22FEB2021:00:00:00,41 a 50,F,Sputnik,Público,463,13,,0
22FEB2021:00:00:00,41 a 50,F,Sputnik,Público nacional,48,6,,0
